"파워링크보고서(2025.06.01.~2025.06.30.),bogangwood:naver"
"캠페인유형",캠페인,광고그룹,키워드,PC/모바일 매체,노출수,클릭수,"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",평균노출순위,방문당 평균페이지뷰,방문당 평균체류시간(초)
"파워링크",보강우드 파워링크,[BAM] MO,원목목재,모바일,1,0,0,0,7,0,0
"파워링크",보강우드 파워링크,[BAM] MO,원목몰딩,모바일,2,0,0,0,13,0,0
"파워링크",보강우드 파워링크,[BAM] MO,원목문짝,모바일,18,2,644,"1,287",1.4,1.33,2.33
"파워링크",보강우드 파워링크,[BAM] MO,원목문틀,모바일,5,0,0,0,3.4,0,0
"파워링크",보강우드 파워링크,[BAM] MO,원목상판제작,모바일,96,7,819,"5,731",2.5,1.89,20.33
"파워링크",보강우드 파워링크,[BAM] MO,원목소품제작,모바일,5,0,0,0,2,0,0
"파워링크",보강우드 파워링크,[BAM] MO,원목인테리어,모바일,149,6,"1,419","8,514",1.5,1.13,1
"파워링크",보강우드 파워링크,[BAM] MO,원목자재,모바일,2,0,0,0,15,0,0
"파워링크",보강우드 파워링크,[BAM] MO,원목제작,모바일,119,2,864,"1,727",2,1,0
"파워링크",보강우드 파워링크,[BAM] MO,원목주문제작,모바일,94,2,754,"1,507",3,1,0
"파워링크",보강우드 파워링크,[BAM] MO,원목중문,모바일,22,2,484,968,4,2,1.5
"파워링크",보강우드 파워링크,[BAM] MO,원목테이블상판,모바일,172,5,"1,091","5,456",1.1,1.5,10.67
"파워링크",보강우드 파워링크,[BAM] MO,원목판매,모바일,4,1,176,176,4,2,24
"파워링크",보강우드 파워링크,[BAM] MO,원목판재,모바일,8,0,0,0,6.6,0,0
"파워링크",보강우드 파워링크,[BAM] MO,원목평몰딩,모바일,3,0,0,0,3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,원목폴딩도어,모바일,25,4,789,"3,157",2.9,3.33,25.67
"파워링크",보강우드 파워링크,[BAM] MO,원목핸드레일,모바일,1,0,0,0,16,0,0
"파워링크",보강우드 파워링크,[BAM] MO,원목현관문,모바일,21,1,165,165,5.7,1,0
"파워링크",보강우드 파워링크,[BAM] MO,원형목봉,모바일,7,0,0,0,3.1,0,0
"파워링크",보강우드 파워링크,[BAM] MO,원형몰딩,모바일,26,0,0,0,2.8,1,0
"파워링크",보강우드 파워링크,[BAM] MO,원형봉,모바일,1,0,0,0,7,0,0
"파워링크",보강우드 파워링크,[BAM] MO,월넛각재,모바일,3,0,0,0,4.3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,월넛몰딩,모바일,2,0,0,0,3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,월넛판재,모바일,11,1,198,198,12,1.5,13.5
"파워링크",보강우드 파워링크,[BAM] MO,의정부목재,모바일,1,0,0,0,9,0,0
"파워링크",보강우드 파워링크,[BAM] MO,인몰딩,모바일,1,0,0,0,1,0,0
"파워링크",보강우드 파워링크,[BAM] MO,인코너몰딩,모바일,19,0,0,0,2.7,0,0
"파워링크",보강우드 파워링크,[BAM] MO,인테리어목재,모바일,3,0,0,0,12,0,0
"파워링크",보강우드 파워링크,[BAM] MO,일산목재,모바일,2,0,0,0,3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,자작나무목봉,모바일,7,0,0,0,3.3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,자작목봉,모바일,27,1,209,209,2.3,1,0
"파워링크",보강우드 파워링크,[BAM] MO,장식몰딩,모바일,3,0,0,0,4,0,0
"파워링크",보강우드 파워링크,[BAM] MO,전통문살,모바일,1,0,0,0,9,0,0
"파워링크",보강우드 파워링크,[BAM] MO,전통살문,모바일,9,0,0,0,9,0,0
"파워링크",보강우드 파워링크,[BAM] MO,접착식몰딩,모바일,35,0,0,0,2.5,0,0
"파워링크",보강우드 파워링크,[BAM] MO,조각몰딩,모바일,4,0,0,0,1.8,0,0
"파워링크",보강우드 파워링크,[BAM] MO,주방중문,모바일,8,1,143,143,4.3,1,0
"파워링크",보강우드 파워링크,[BAM] MO,주택도어,모바일,4,0,0,0,2.3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,주택몰딩,모바일,8,0,0,0,1.4,0,0
"파워링크",보강우드 파워링크,[BAM] MO,중문,모바일,46,0,0,0,5.2,0,0
"파워링크",보강우드 파워링크,[BAM] MO,중문리폼,모바일,36,0,0,0,3.1,0,0
"파워링크",보강우드 파워링크,[BAM] MO,중문슬라이딩도어,모바일,152,2,671,"1,342",4.4,1,0
"파워링크",보강우드 파워링크,[BAM] MO,직각몰딩,모바일,6,0,0,0,3.5,0,0
"파워링크",보강우드 파워링크,[BAM] MO,집몰딩,모바일,11,0,0,0,3.5,0,0
"파워링크",보강우드 파워링크,[BAM] MO,집성목재,모바일,1,0,0,0,10,0,0
"파워링크",보강우드 파워링크,[BAM] MO,참나무원목,모바일,8,0,0,0,3.6,0,0
"파워링크",보강우드 파워링크,[BAM] MO,창틀몰딩,모바일,62,2,171,341,2.7,2,8.67
"파워링크",보강우드 파워링크,[BAM] MO,창호문살,모바일,5,1,286,286,1.6,1,0
"파워링크",보강우드 파워링크,[BAM] MO,천장마이너스몰딩,모바일,14,0,0,0,3.2,0,0
"파워링크",보강우드 파워링크,[BAM] MO,천장몰딩,모바일,1,0,0,0,11,0,0
"파워링크",보강우드 파워링크,[BAM] MO,천장몰딩가격,모바일,9,0,0,0,3.8,0,0
"파워링크",보강우드 파워링크,[BAM] MO,천장몰딩교체,모바일,1,0,0,0,4,0,0
"파워링크",보강우드 파워링크,[BAM] MO,천장몰딩비용,모바일,1,0,0,0,4,0,0
"파워링크",보강우드 파워링크,[BAM] MO,천장몰딩사이즈,모바일,2,0,0,0,3.5,0,0
"파워링크",보강우드 파워링크,[BAM] MO,천장몰딩셀프,모바일,7,0,0,0,3.9,0,0
"파워링크",보강우드 파워링크,[BAM] MO,천장몰딩종류,모바일,108,2,314,627,1.9,1,0
"파워링크",보강우드 파워링크,[BAM] MO,천장코너몰딩,모바일,3,0,0,0,4,0,0
"파워링크",보강우드 파워링크,[BAM] MO,천장평몰딩,모바일,11,0,0,0,3.1,0,0
"파워링크",보강우드 파워링크,[BAM] MO,천정마이너스몰딩,모바일,11,0,0,0,3.5,0,0
"파워링크",보강우드 파워링크,[BAM] MO,체리목,모바일,19,0,0,0,3.6,0,0
"파워링크",보강우드 파워링크,[BAM] MO,체리몰딩제거,모바일,10,0,0,0,2.1,0,0
"파워링크",보강우드 파워링크,[BAM] MO,카페목공,모바일,5,0,0,0,3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,코너기둥몰딩,모바일,2,0,0,0,4,0,0
"파워링크",보강우드 파워링크,[BAM] MO,코너몰딩,모바일,9,0,0,0,6.1,0,0
"파워링크",보강우드 파워링크,[BAM] MO,코너전선몰딩,모바일,10,0,0,0,2.8,0,0
"파워링크",보강우드 파워링크,[BAM] MO,크라운몰딩,모바일,128,3,385,"1,155",1.1,1,0
"파워링크",보강우드 파워링크,[BAM] MO,크로스몰딩,모바일,34,1,253,253,1.8,1,0
"파워링크",보강우드 파워링크,[BAM] MO,클래식몰딩,모바일,13,0,0,0,2.5,0,0
"파워링크",보강우드 파워링크,[BAM] MO,특수목,모바일,1,0,0,0,24,0,0
"파워링크",보강우드 파워링크,[BAM] MO,특수목각재,모바일,3,0,0,0,3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,특수목재,모바일,1,0,0,0,27,0,0
"파워링크",보강우드 파워링크,[BAM] MO,특수목판재,모바일,1,0,0,0,1,0,0
"파워링크",보강우드 파워링크,[BAM] MO,파티션,모바일,4,0,0,0,44,0,0
"파워링크",보강우드 파워링크,[BAM] MO,판몰딩,모바일,1,0,0,0,1,0,0
"파워링크",보강우드 파워링크,[BAM] MO,편백나무목봉,모바일,1,0,0,0,5,0,0
"파워링크",보강우드 파워링크,[BAM] MO,편백나무원목,모바일,1,0,0,0,16,0,0
"파워링크",보강우드 파워링크,[BAM] MO,평몰딩가격,모바일,1,0,0,0,6,0,0
"파워링크",보강우드 파워링크,[BAM] MO,평판몰딩,모바일,2,0,0,0,13,0,0
"파워링크",보강우드 파워링크,[BAM] MO,하단몰딩,모바일,2,0,0,0,3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,하부몰딩,모바일,1,0,0,0,6,0,0
"파워링크",보강우드 파워링크,[BAM] MO,한옥문,모바일,8,0,0,0,11.3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,한옥문살,모바일,65,2,781,"1,562",3.1,15,"1,536"
"파워링크",보강우드 파워링크,[BAM] MO,허리몰딩,모바일,2,0,0,0,6.5,0,0
"파워링크",보강우드 파워링크,[BAM] MO,현관문,모바일,4,0,0,0,32.3,0,0
"파워링크",보강우드 파워링크,[BAM] MO,화이트오크원목,모바일,1,0,0,0,6,0,0
"파워링크",보강우드 파워링크,[BAM] MO,화장실몰딩,모바일,1,0,0,0,6,0,0
"파워링크",보강우드 파워링크,[BAM] MO,화장실문교체,모바일,8,0,0,0,16.6,0,0
"파워링크",보강우드 파워링크,[BAM] MO,히노끼,모바일,1,0,0,0,21,0,0
"파워링크",보강우드 파워링크,[BAM] MO,히노끼판재,모바일,1,0,0,0,15,0,0
"파워링크",보강우드 파워링크,[BAM] MO,히든몰딩,모바일,3,0,0,0,4,0,0
"플레이스",보강우드,보강우드_광고그룹#1,-,PC,66,7,55,385,1.8,0,0
"플레이스",보강우드,보강우드_광고그룹#1,-,모바일,128,10,55,550,1.9,0,0
